id_equipement,id_installation,installation,equipement,code_commune,commune,dep_code,departement,epci_code,epci_nom,type_equipement,categorie,proprietaire,type_proprietaire,type_gestionnaire,gestion_dsp_source,mode_gestion_calcule,surface_bassin_m2,longueur_m,largeur_m,profondeur_min_m,profondeur_max_m,nb_couloirs,type_utilisation,usage_scolaires,site_scolaire_explicit,particularite_installation,uai,qpv,qpv_flag,qpv_200m,qpv_200m_flag,longitude,latitude,activites
E006I625100041,I625100041,Espace aquatique et de remise en forme NAUTICAA,Bassin ludique,62510,Liévin,62,Pas-de-Calais,246200364,CA de Lens - Liévin,Bassin ludique de natation,,Ville de Liévin,Commune,Etablissement privé commercial,True,DSP,275.0,,,1.1,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.771494,50.416872,"Aquagym, Baignade loisirs"
E007I625100041,I625100041,Espace aquatique et de remise en forme NAUTICAA,Bassin sportif,62510,Liévin,62,Pas-de-Calais,246200364,CA de Lens - Liévin,Bassin sportif de natation,structurant,Ville de Liévin,Commune,Etablissement privé commercial,True,DSP,375.0,25.0,15.0,1.5,2.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.771494,50.416872,"Aquagym, Baignade loisirs, Duathlon, Natation course sportive, Natation synchronisée, Plongée subaquatique (Plongée libre)"
E004I595270004,I595270004,"Complexe Piscine, volley",PETIT BASSIN,59527,Saint-André-lez-Lille,59,Nord,200093201,Métropole Européenne de Lille,Bassin mixte de natation,structurant,,Commune,Commune,False,Régie publique,156.3,12.5,12.5,0.3,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.05097,50.65892,Baignade loisirs
E004I602230013,I602230013,CENTRE AQUATIQUE DE LA PLAINE D'ESTREES,Lagune de jeux,60223,Estrées-Saint-Denis,60,Oise,246000897,CC de la Plaine d'Estrées,Bassin ludique de natation,,Communauté de Communes de la Plaine d'Estrées,EPCI,Etablissement privé commercial,True,DSP,9.0,9.0,3.0,1.0,1.0,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.64326,49.42945,Baignade loisirs
E004I602820009,I602820009,PISCINE AQUALIS,Bassin ludique extérieur,60282,Gouvieux,60,Oise,246000764,CC de l'Aire Cantilienne,Bassin ludique de natation,,,EPCI,Etablissement privé commercial,True,DSP,150.0,,,0.0,1.2,,"[""Individuel(s),famille(s)""]",0,0,Piscine,,,0,,0,2.43446,49.18919,Baignade loisirs
E004I606890002,I606890002,CENTRE DES SPORTS RIMBERLIEU,Bassin de 33m,60689,Villers-sur-Coudun,60,Oise,246000855,CC du Pays des Sources,Bassin sportif de natation,structurant,CLUB DES SPORTS DE RIMBERLIEU,Association(s),,,Autre gestion hors DSP,396.0,33.0,12.0,,,,,0,0,"Complexe sportif, Piscine",,,0,,0,2.81426,49.488772,Baignade loisirs
E004I621190008,I621190008,CENTRE AQUATIQUE CITE d'O,BASSIN D'APPRENTISSAGE - BASSIN LUDIQUE,62119,Béthune,62,Pas-de-Calais,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",Bassin mixte de natation,structurant,"CA DE BETHUNE-BRUAY, ARTOIS-LYS ROMANE",EPCI,Etablissement privé commercial,True,DSP,230.0,35.0,8.5,0.9,1.5,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.630925,50.533248,"Activités de forme et de santé, Aquagym, Baignade loisirs, Natation course sportive"
E004I625100041,I625100041,Espace aquatique et de remise en forme NAUTICAA,Bassin de réception toboggan,62510,Liévin,62,Pas-de-Calais,246200364,CA de Lens - Liévin,Bassin de réception de toboggan,,Ville de Liévin,Commune,Etablissement privé commercial,True,DSP,28.0,7.0,4.0,1.1,1.1,,"[""Individuel(s),famille(s),Scolaires,universités""]",1,0,Piscine,,,0,,0,2.771494,50.416872,Baignade loisirs
E004I628260004,I628260004,CENTRE TENNISTIQUE PIERRE DE COUBERTIN,PISCINE DU CENTRE TENNISTIQUE PIERRE DE COUBERTIN,62826,Le Touquet-Paris-Plage,62,Pas-de-Calais,200069029,CA des Deux Baies en Montreuillois,Bassin sportif de natation,structurant,Ville de Le Touquet Paris-Plage,Commune,Etablissement privé commercial,False,Autre gestion hors DSP,250.0,10.0,25.0,0.9,2.9,,"[""Individuel(s),famille(s),Scolaires,universités""]",1,0,"Complexe sportif, Piscine",,,0,,0,1.59682750305,50.5191105549,Natation course sportive
E005I590330010,I590330010,Complexe Aquatique l'Aiguade,Bassin de reception Toboggan,59033,Aulnoye-Aymeries,59,Nord,200043396,CA Maubeuge Val de Sambre,Bassin de réception de toboggan,,,EPCI,EPCI,False,Régie publique,30.0,10.0,3.0,0.6,1.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.83504,50.20291,Baignade loisirs
E002I026910012,I026910012,Piscine Jean Bouin,Grand bassin extérieur,2691,Saint-Quentin,2,Aisne,200071892,CA du Saint-Quentinois,Bassin mixte de natation,structurant,,EPCI,EPCI,False,Régie publique,375.0,25.0,15.0,1.9,3.7,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,3.30887,49.85321,"Aquagym, Baignade loisirs"
E002I596630011,I596630011,Centre aquatique Linéo,Bassin sportif,59663,Wormhout,59,Nord,200040954,CC des Hauts de Flandre,Bassin sportif de natation,structurant,Communauté de communes de hauts de flandre,EPCI,Etablissement privé commercial,True,DSP,525.0,25.0,21.0,1.8,1.8,8.0,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.486644,50.882636,"Baignade loisirs, Natation course sportive"
E004I595860007,I595860007,Centre aquatique le Chant de l'Eau,Bassin d'apprentissage,59586,Templeuve-en-Pévèle,59,Nord,200041960,CC Pévèle-Carembault,Bassin ludique de natation,,Communauté de communes Pévèle-Carembault,EPCI,Etablissement privé commercial,True,DSP,,31.0,13.3,0.74,1.2,,"[""Individuel(s),famille(s),Scolaires,universités""]",1,0,Piscine,,,0,,0,3.154707,50.516606,Baignade loisirs
E007I595990002,I595990002,Tourcoing les Bains,Bassin de reception Toboggan,59599,Tourcoing,59,Nord,200093201,Métropole Européenne de Lille,Bassin de réception de toboggan,,Ville de Tourcoing,Commune,Etablissement privé commercial,True,DSP,60.0,10.0,6.0,0.8,1.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,QN05983M,1,3.160383,50.724367,Baignade loisirs
E005I027200001,I027200001,Espace sportif - Centre aquatique Rêvéo,"Piscine, bassin 1",2720,Sissonne,2,Aisne,240200576,CC de la Champagne Picarde,Bassin sportif de natation,structurant,,Commune,Commune,,Régie publique,250.0,25.0,10.0,0.9,2.1,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,"Complexe sportif, Piscine",,,0,,0,3.8984,49.5666,"Baignade loisirs, Natation course sportive"
E001I800210059,I800210059,Coliseum,Grand bassin,80021,Amiens,80,Somme,248000531,CA Amiens Métropole,Bassin mixte de natation,structurant,,Commune,EPCI,False,Régie publique,1000.0,50.0,20.0,1.5,4.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,"Complexe sportif, Piscine, Patinoire",,,0,,0,2.28886,49.89368,"Aquagym, Baignade loisirs, Nage avec palmes, Natation course sportive, Natation en eau libre, Natation synchronisée, Plongée en apnée, Plongée subaquatique (Plongée libre), Water-Polo"
E001I605090006,I605090006,PISCINE,Piscine Jacques Moignet,60509,Pont-Sainte-Maxence,60,Oise,246000921,CC des Pays d'Oise et d'Halatte,Bassin sportif de natation,structurant,,Commune,Commune,False,Régie publique,312.5,25.0,12.5,0.8,2.0,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN06012I,1,2.59608,49.29404,"Aquagym, Baignade loisirs, Plongée subaquatique (Plongée libre)"
E001I620140013,I620140013,PISCINE IRIS,PISCINE IRIS,62014,Aire-sur-la-Lys,62,Pas-de-Calais,200069037,CA du Pays de Saint-Omer,Bassin sportif de natation,structurant,,EPCI,EPCI,False,Régie publique,250.0,25.0,10.0,0.8,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,QN06256M,1,2.40322,50.64189,"Baignade loisirs, Natation course sportive"
E001I620400005,I620400005,PISCINE MUNICIPALE,Bassin de natation,62040,Arques,62,Pas-de-Calais,200069037,CA du Pays de Saint-Omer,Bassin sportif de natation,structurant,Communauté d'Agglomération du Pays Saint-Omer,EPCI,Commune,False,Régie publique,250.0,25.0,10.0,1.4,2.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.30396,50.73926,"Aquagym, Baignade loisirs, Natation course sportive"
E001I620410067,I620410067,PISCINE GEORGES DAULLE,Bassin compétition,62041,Arras,62,Pas-de-Calais,200033579,CU d'Arras,Bassin sportif de natation,structurant,Communauté Urbaine d'Arras,EPCI,EPCI,False,Régie publique,375.0,25.0,15.0,2.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,QN06259M,1,"QN06259M, QN06260M",1,2.74294,50.2975,"Baignade loisirs, Natation course sportive, Natation en eau libre, Natation synchronisée"
E001I620800008,I620800008,PISCINE INTERCOMMUNALE,Bassin de natation,62080,Bapaume,62,Pas-de-Calais,200035442,CC du Sud-Artois,Bassin sportif de natation,structurant,Communauté de Communes de la Région de Bapaume,EPCI,EPCI,False,Régie publique,250.0,25.0,10.0,0.8,1.8,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.859793,50.107093,"Aquagym, Baignade loisirs, Natation course sportive"
E001I620830008,I620830008,"Piscine communautaire à Barlin ""Le NAUTILUD""","Piscine communautaire à Barlin ""Le NAUTILUD""",62083,Barlin,62,Pas-de-Calais,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",Bassin mixte de natation,structurant,"Communauté d'agglomération Béthune-Bruay, Artois Lys Romane",EPCI,EPCI,False,Régie publique,290.0,29.0,10.0,0.75,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,QN06207M,1,QN06207M,1,2.619896,50.455324,"Aquagym, Baignade loisirs, Natation course sportive"
E001I621190008,I621190008,CENTRE AQUATIQUE CITE d'O,Bassin TOBOGGAN,62119,Béthune,62,Pas-de-Calais,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",Bassin de réception de toboggan,,"CA DE BETHUNE-BRUAY, ARTOIS-LYS ROMANE",EPCI,Etablissement privé commercial,True,DSP,64.0,8.0,8.0,1.5,1.5,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.631161,50.533194,Baignade loisirs
E001I621930005,I621930005,PISCINE EMILE RANSON,GRAND BASSIN,62193,Calais,62,Pas-de-Calais,200090751,CA Grand Calais Terres et Mers,Bassin sportif de natation,structurant,,EPCI,EPCI,False,Régie publique,375.0,25.0,15.0,1.8,3.7,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,1.847366,50.955142,"Aquagym, Baignade loisirs, Natation course sportive, Plongeon, Water-Polo"
E001I622700008,I622700008,PISCINE TOURNESOL,PISCINE TOURNESOL,62270,Divion,62,Pas-de-Calais,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",Bassin sportif de natation,structurant,Communauté d'Agglomération Béthune-Bruay Artois Lys Romane,EPCI,EPCI,False,Régie publique,250.0,25.0,10.0,0.8,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.49849,50.47106,"Baignade loisirs, Natation course sportive"
E001I624980051,I624980051,Aqualens,bassin sportif,62498,Lens,62,Pas-de-Calais,246200364,CA de Lens - Liévin,Bassin sportif de natation,structurant,Ville de Lens,Commune,,True,DSP,1050.0,21.0,50.0,2.0,2.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.818379,50.431787,"Aquagym, Baignade loisirs, Natation course sportive, Natation synchronisée, Plongée subaquatique (Plongée libre), Water-Polo"
E001I625490001,I625490001,Aquatic & Bowling Center de l'Hesdinois,Bassin sportif,62549,Marconne,62,Pas-de-Calais,200044030,CC des 7 Vallées,Bassin sportif de natation,structurant,Fillion,EPCI,EPCI,False,Régie publique,250.0,25.0,10.0,0.9,2.0,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.03215017915,50.364712989,"Aquagym, Natation course sportive"
E004I024080034,I024080034,Le dôme - Centre aquatique & patinoire,Bassin de natation sportif,2408,Laon,2,Aisne,200043495,CA du Pays de Laon,Bassin sportif de natation,structurant,,EPCI,Etablissement privé commercial,True,DSP,375.0,25.0,15.0,2.1,2.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,"Piscine, Patinoire",,,0,,0,3.65216,49.56711,"Activités de forme et de santé, Baignade loisirs, Nage avec palmes, Natation course sportive, Natation synchronisée, Water-Polo"
E005I621930039,I621930039,Complexe Icéo,Bassin extérieur,62193,Calais,62,Pas-de-Calais,200090751,CA Grand Calais Terres et Mers,Bassin ludique de natation,,,EPCI,EPCI,False,Régie publique,155.0,,,0.7,1.2,,"[""Individuel(s),famille(s)""]",0,0,"Complexe sportif, Piscine, Patinoire",,,0,,0,1.89623,50.95616,Baignade loisirs
E005I625100041,I625100041,Espace aquatique et de remise en forme NAUTICAA,Bassin tonique,62510,Liévin,62,Pas-de-Calais,246200364,CA de Lens - Liévin,Bassin ludique de natation,,Ville de Liévin,Commune,Etablissement privé commercial,True,DSP,150.0,,,0.6,1.0,,"[""Individuel(s),famille(s),Scolaires,universités""]",1,0,Piscine,,,0,,0,2.771494,50.416872,Baignade loisirs
E005I024080034,I024080034,Le dôme - Centre aquatique & patinoire,Bassin de natation Ludique,2408,Laon,2,Aisne,200043495,CA du Pays de Laon,Bassin ludique de natation,,,EPCI,Etablissement privé commercial,True,DSP,100.0,25.0,10.0,0.8,1.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,"Piscine, Patinoire",,,0,,0,3.65216,49.56711,"Activités de forme et de santé, Baignade loisirs"
E002I596540006,I596540006,PISCINE MUNICIPALE,PETIT BASSIN,59654,Waziers,59,Nord,200044618,CA Douaisis Agglo,Bassin ludique de natation,,,Commune,Commune,False,Régie publique,156.0,12.0,12.0,0.6,1.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,QN05909M,1,QN05909M,1,3.10711,50.38553,"Aquagym, Natation en eau libre"
E002I600570045,I600570045,Aquaspace,Bassin ludique (balnéo),60057,Beauvais,60,Oise,200067999,CA du Beauvaisis,Bassin ludique de natation,,,EPCI,Commune,False,Régie publique,120.0,,,,,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.094182,49.451773,Baignade loisirs
E002I600570060,I600570060,Piscine Aldebert Bellier,bassin d'apprentissage,60057,Beauvais,60,Oise,200067999,CA du Beauvaisis,Bassin mixte de natation,structurant,,EPCI,EPCI,,Régie publique,120.0,,,,,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.081578,49.423615,Baignade loisirs
E002I601040007,I601040007,CENTRE NAUTIQUE PHILIPPE LOISEL - KALAMOS,Bassin de 25 M,60104,Breteuil,60,Oise,200068005,CC de l'Oise Picarde,Bassin sportif de natation,structurant,CC de la vallée de la Brêche et de la Noye,EPCI,Etablissement privé commercial,True,DSP,312.5,25.0,12.5,1.5,2.0,,"[""Individuel(s),famille(s),Scolaires,universités""]",1,0,Piscine,,,0,,0,2.30057,49.6355,Natation course sportive
E002I601590032,I601590032,PISCINE HIVER AVENUE D'HUY,Grand bassin de natation,60159,Compiègne,60,Oise,200067965,CA de la Région de Compiègne et de la Basse Automne,Bassin mixte de natation,structurant,Ville de Compiègne,Commune,Commune,False,Régie publique,325.0,25.0,13.0,2.0,3.0,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,QN06008I,1,2.81726,49.40158,"Baignade loisirs, Natation course sportive, Water-Polo"
E002I602820009,I602820009,PISCINE AQUALIS,Bassin sportif intérieure,60282,Gouvieux,60,Oise,246000764,CC de l'Aire Cantilienne,Bassin ludique de natation,,,EPCI,Etablissement privé commercial,True,DSP,250.0,25.0,10.0,1.2,1.8,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.43468,49.18966,Baignade loisirs
E002I620410045,I620410045,PISCINE ELIE DESBIN,Bassin Ludique,62041,Arras,62,Pas-de-Calais,200033579,CU d'Arras,Bassin sportif de natation,structurant,Communauté Urbaine d'Arras,EPCI,EPCI,False,Régie publique,120.0,12.0,10.0,0.5,1.1,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.79366,50.279651,Baignade loisirs
E002I621780006,I621780006,Piscine Art Déco,Bassin de 33m (n°1),62178,Bruay-la-Buissière,62,Pas-de-Calais,200072460,"CA de Béthune-Bruay, Artois-Lys Romane",Bassin sportif de natation,structurant,Artois Com,EPCI,Commune,False,Régie publique,412.5,33.0,12.5,,,,"[""Individuel(s),famille(s),Autre - association(s) et groupes divers""]",0,0,Piscine,,,0,QN06213M,1,2.54114,50.47277,"Aquagym, Baignade loisirs, Natation course sportive"
E002I621930039,I621930039,Complexe Icéo,Bassin sportif,62193,Calais,62,Pas-de-Calais,200090751,CA Grand Calais Terres et Mers,Bassin sportif de natation,structurant,,EPCI,EPCI,False,Régie publique,250.0,25.0,10.0,0.8,1.8,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,"Complexe sportif, Piscine, Patinoire",,,0,,0,1.89623,50.95616,"Baignade loisirs, Natation course sportive"
E002I625340009,I625340009,Piscine Intercommunale de Lumbres,Petit Bassin,62534,Lumbres,62,Pas-de-Calais,246201016,CC du Pays de Lumbres,Bassin sportif de natation,structurant,,EPCI,EPCI,False,Régie publique,225.0,15.0,15.0,0.1,0.8,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,2.130071,50.708451,"Aquagym, Baignade loisirs"
E002I625490001,I625490001,Aquatic & Bowling Center de l'Hesdinois,Bassin ludique,62549,Marconne,62,Pas-de-Calais,200044030,CC des 7 Vallées,Bassin ludique de natation,,Fillion,EPCI,EPCI,False,Régie publique,60.0,15.0,4.0,0.8,1.4,,"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]",1,0,Piscine,,,0,,0,2.029365,50.367088,Baignade loisirs
E002I626430016,I626430016,PISCINE INTERCOMMUNAL OCEANE,Petit bassin ludique,62643,Outreau,62,Pas-de-Calais,246200729,CA du Boulonnais,Bassin ludique de natation,,Syndicat Intercommunal Outreau / Le Portel,EPCI,EPCI,False,Régie publique,150.0,,,0.2,1.3,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,QN06252M,1,QN06252M,1,1.58441787658,50.70488,"Aquagym, Baignade loisirs"
E002I627580010,I627580010,Hélicéa,BASSIN DE NATATION,62758,Saint-Martin-Boulogne,62,Pas-de-Calais,246200729,CA du Boulonnais,Bassin sportif de natation,structurant,communauté d'agglo du boulonnais,EPCI,Etablissement privé commercial,False,Autre gestion hors DSP,650.0,25.0,26.0,1.3,3.4,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,"Complexe sportif, Piscine, Patinoire",,,0,,0,1.64395,50.731,"Natation course sportive, Natation en eau libre"
E002I627670011,I627670011,Piscine Municipale,Bassin ludique,62767,Saint-Pol-sur-Ternoise,62,Pas-de-Calais,200069672,CC du Ternois,Bassin ludique de natation,,,Commune,Commune,False,Régie publique,100.0,10.0,10.0,0.2,1.0,,"[""Individuel(s),famille(s)""]",0,0,Piscine,,,0,,0,2.32205,50.37775,Baignade loisirs
E002I590090057,I590090057,PISCINE DU TRIOLO,PETIT BASSIN,59009,Villeneuve-d'Ascq,59,Nord,200093201,Métropole Européenne de Lille,Bassin ludique de natation,,,Commune,Commune,False,Régie publique,188.0,15.0,12.0,0.6,1.2,,"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]",1,0,Piscine,,,0,,0,3.14758,50.61375,"Aquagym, Baignade loisirs"
E002I590280009,I590280009,PISCINE MUNICIPALE,BASSIN LUDIQUE,59028,Auby,59,Nord,200044618,CA Douaisis Agglo,Bassin ludique de natation,,,Commune,Commune,False,Régie publique,70.0,,,1.0,1.3,,"[""Individuel(s),famille(s),Scolaires,universités""]",1,0,Piscine,,,0,,0,3.05825,50.41721,"Aquagym, Baignade loisirs"
E002I590330010,I590330010,Complexe Aquatique l'Aiguade,Petit Bassin,59033,Aulnoye-Aymeries,59,Nord,200043396,CA Maubeuge Val de Sambre,Bassin sportif de natation,structurant,CA MAUBEUGE VAL DE SAMBRE,EPCI,EPCI,False,Régie publique,330.0,22.0,15.0,0.7,1.3,,"[""Individuel(s),famille(s)""]",0,0,Piscine,,,0,,0,3.835044,50.202904,"Aquagym, Baignade loisirs"
